Numero;Caso;Mes;Resolucion;Comunicación;Categoria;Subcategoria;Segmento;Equipo_Resolutor;Canal;Movimiento;Monto;Cliente;Productos_act;Sexo
1066;38640133;Diciembre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;CCC;PUNIT. PAG.MIN.ANT.ANT;$ 943,87;Masivo;4;M
1067;38186967;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;M
1068;38406358;Abril;Favorable al cliente;Sin Envío;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;SUC;SERVICIO CUENTA CLASSI;$ 3.719,01;Eminent;0;M
1069;38612412;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;1;F
1070;38356110;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;F
1071;38410495;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;JUMBO UNICENTER;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;F
1072;38698982;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CAD;GASTOS DE SERVICIO EMINENT;$ 8.264,46;Eminent;2;M
1073;38556191;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;SERVICIO CUENTA TOTAL;$ 4.132,23;Eminent;0;M
1074;38675147;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;RIO GALLEGOS;SUC;GASTOS DE SERVICIO EMI;$ 8.264,46;Eminent;1;F
1075;38709202;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;3;F
1076;38222053;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Baja;Cuentas;SUC;PUNIT. PAG.MIN.ANT.ANT;$ 28,10;Prefer;4;M
1077;38704809;Julio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;2;M
1078;38338991;Marzo;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;MERCEDES;SUC;COM.SERV.EMINENT;$ 8.181,82;Masivo;0;M
1079;38553814;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CAD;CAD;COM.SERV.EMINENT (800080585111);$ 10.330,58;Masivo;1;M
1080;38514128;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;BERAZATEGUI;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Masivo;3;F
1081;38617145;Noviembre;Desfavorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;4;F
1082;38319108;Septiembre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;SERVICIO CUENTA CLASSIC;$ 3.719,01;Negocios;2;F
1083;38502362;Agosto;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;INTERESES FINANCIACION;$ 4.560,25;Prefer;0;F
1084;38173455;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Baja;Cuentas;ONB;Com.serv.prefer;$ 4.545,45;Masivo;1;F
1085;38156989;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 3.057,85;Eminent;3;F
1086;38315126;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;F
1087;38550035;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;AV. BELGRANO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M
1088;38154827;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;VILLA CRESPO;SUC;COM.SERV.EMINENT;$ 6.446,28;Masivo;0;M
1089;38355647;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CAD;CAD;GASTOS DE SERVICIO EMI;$ 3.223,05;Eminent;1;F
1090;38266029;Mayo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;Cuentas;CCC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;3;F
1091;38613915;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;ARROYO;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;4;F
1092;38411103;Diciembre;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Baja;Cuentas;CCC;COM. MANT. CC/CCE (Febrero 2023);$ 2.066,12;Prefer;2;M
1093;38638912;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Alta;Comisiones y Morosidad;SUC;COM RENOV ANUAL  3/3;$ 7.988,66;Prefer;0;M
1094;38335477;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CUTRAL CO;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Masivo;1;F
1095;38284926;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;NEUQUEN;SUC;SERVICIO CUENTA CLASSI;$ 3.719,01;Prefer;3;M
1096;38440163;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;COM.SERV.PREFER (800059893951);$ 4.545,45;Masivo;4;F
1097;38154452;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CORDOBA AEROPUERTO;SUC;COM.SERV.CTA.TOT;$ 1.652,95;Eminent;2;M
1098;38382939;Febrero;Desfavorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;CAD;COM.LINK/OTRAS (4517690118296579);$ 258,09;Eminent;0;M
1099;38468743;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;?;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Prefer;1;M
1100;38802311;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;CAD;COM.SERV.EMINENT (800051695980);$ 8.264,46;Masivo;3;F
1101;38177183;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA CLASSI;$ 3.719,01;Masivo;4;F
1102;38880826;Febrero;Favorable al cliente;Sin Envío;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Comisiones y Morosidad;SUC;INTERESES FINANCIACION;$ 6.061,43;Eminent;2;F
1103;38220771;Julio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;M
1104;38246136;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CATAMARCA;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;1;M
1105;38785577;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.SERV.CLASSIC (800078079296);$ 2.479,34;Eminent;3;F
1106;38307662;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;TIGRE;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Prefer;4;F
1107;38253985;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;JARDIN BOTANICO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M
1108;38712023;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Alta;Comisiones y Morosidad;SUC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Masivo;0;M
1109;38244313;Agosto;Desfavorable al cliente;Sin Envío;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;1;M
1110;38558518;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;Comisiones y Morosidad;SUC;COM RENOV ANUAL  1/3;$ 1.074,33;Masivo;3;M
1111;38578138;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;MERLO;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;4;F
1112;38560777;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;F
1113;38856012;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;TUCUMAN;SUC;COM.SERV.PREFER (800052221850);$ 6.198,34;Prefer;0;F
1114;38525870;Febrero;Favorable al cliente;Sin Envío;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Comisiones y Morosidad;SUC;INTERESES FINANCIACION;$ 40.641,21;Masivo;1;F
1115;38162001;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;COM.SERV.CLASSIC;$ 1.283,24;Eminent;3;F
1116;38781088;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;CCC;COM.SERV.EMINENT (800051521990);$ 517,36;Negocios;4;F
1117;38802370;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;COM.SERV.PREFER (800063222616);$ 6.198,35;Prefer;2;F
1118;38840016;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CAD;CAD;COM.SERV.CTA.TOT (800044686823);$ 0,01;Masivo;0;M
1119;38715481;Junio;Desfavorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CSEDB;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Eminent;1;M
1120;38166856;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CAD;CAD;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;3;F
1121;38199307;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;4;F
1122;38603434;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;PARQUE INDUSTRIAL PILAR;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Prefer;2;F
1123;38695587;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;SERVICIO CUENTA TOTAL;$ 4.132,23;Prefer;0;M
1124;38796176;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CCC;GASTOS DE SERVICIO EMI;$ 5.165,16;Masivo;1;M
1125;38806101;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;Nordelta;SUC;COM.SERV.PREFER (800030642489);$ 6.198,35;Prefer;3;F
1126;38439321;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;SUC;COM RENOV ANUAL  1/3;$ 7.988,66;Masivo;4;M
1127;38202679;Marzo;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;LA PLATA;SUC;COM.SERV.CLASSIC;$ 2.479,23;Eminent;2;F
1128;38222736;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Eminent;0;M
1129;38676013;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;1;M
1130;38902423;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CAD;COM RENOV ANUAL  1/3;$ 11.267,00;Masivo;3;M
1131;38371774;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Cuentas;CSEDB;GASTOS DE SERVICIO EMINENT;$ 4.090,81;Masivo;4;F
1132;38820210;Diciembre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Comisiones y Morosidad;SUC;GASTOS DE SERVICIO EMI;$ 4.132,11;Eminent;2;F
1133;38852428;Noviembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;OUT LEAN;CSEDB;COM.SERV.PREFER (800073045571);$ 6.198,35;Eminent;0;F
1134;38818194;Septiembre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SAN MARTIN;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;1;M
1135;38713982;Agosto;Favorable al cliente;Sin Envío;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CAD;SERVICIO CUENTA CLASSIC;$ 4.958,68;Eminent;3;M
1136;38291941;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;CAD;GASTOS DE SERVICIO EMINENT;$ 6.446,28;Prefer;4;F
1137;38319391;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;TIGRE;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Prefer;2;F
1138;38575304;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;0;M
1139;38653164;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;COM.SERV.CLASSIC (800083754214);$ 4.958,66;Masivo;1;M
1140;38251296;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;Parque Patricios;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Masivo;3;M
1141;38164338;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;COMISION RENO.ANUAL;$ 2.561,66;Eminent;4;M
1142;38659097;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CAD;CAD;SERVICIO CUENTA CLASSI;$ 4.958,68;Negocios;2;F
1143;38317661;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 4.090,92;Prefer;0;F
1144;38162679;Diciembre;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Baja;Cuentas;CCC;COM.SERV.PREFER;$ 141,53;Masivo;1;F
1145;38834535;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CASA MATRIZ TORRE;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Eminent;3;F
1146;38154066;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;OUT LEAN;CSEDB;COM.SERV.EMINENT;$ 4.090,92;Negocios;4;F
1147;38786950;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;LA PLATA;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Prefer;2;F
1148;38173712;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;?;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;0;F
1149;38453981;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;PATERNAL I;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Eminent;1;M
1150;38768655;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.BANELCO O/BCO (4517690093968069);$ 4.628,16;Eminent;3;M
1151;38622670;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;SERVICIO CUENTA TOTAL;$ 3.305,79;Prefer;4;F
1152;38796068;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;GASTOS DE SERVICIO EMI;$ 8.264,46;Prefer;2;F
1153;38293866;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Cuentas;CCC;GASTOS DE SERVICIO EMINENT;$ 6.446,28;Prefer;0;F
1154;38703048;Febrero;Desfavorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;1;M
1155;38810936;Julio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;PLAZA ALEMANIA;SUC;COM.SERV.CTA.NEG (800052976606);$ 10.330,58;Prefer;3;M
1156;38650959;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CASTELAR;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;F
1157;38797511;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;ESTACION RAMALLO;SUC;SERVICIO CUENTA CLASSI;$ 3.719,01;Eminent;2;M
1158;38294495;Diciembre;Desfavorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Cuentas;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;F
1159;38882590;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CASA MATRIZ TORRE;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Prefer;1;M
1160;38919636;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CCC;COM RENOV ANUAL  1/3;$ 11.267,00;Masivo;3;M
1161;38817246;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Masivo;4;M
1162;38622460;Abril;Favorable al cliente;Sin Envío;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;Comisiones y Morosidad;CCC;COM.SERV.EMINENT (800084110159);$ 4,14;Eminent;2;F
1163;38818734;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Alta;Comisiones y Morosidad;SUC;GASTOS DE SERVICIO EMINENT;$ 5.165,16;Eminent;0;F
1164;38802900;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;BOEDO;SUC;COM.SERV.EMINENT (800044975159);$ 9.750,41;Eminent;1;F
1165;38385801;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;GASTOS DE SERVICIO EMI;$ 8.181,82;Eminent;3;M
1166;38293685;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Alta;Cuentas;CCC;GASTOS DE SERVICIO EMINENT;$ 8.181,82;Prefer;4;M
1167;38425548;Enero;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CCC;COM.SERV.PREFER (800063059375);$ 4.545,45;Prefer;2;F
1168;38353761;Mayo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;Cuentas;SUC;COM RENOV ANUAL  3/3;$ 8.006,33;Masivo;0;F
1169;38857759;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;CCC;GASTOS DE SERVICIO EMI;$ 8.264,46;Masivo;1;M
1170;38230977;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;M
1171;38655158;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CHACARITA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;4;M
1172;38684216;Abril;Favorable al cliente;Sin Envío;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;M
1173;38373491;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;0;F
1174;38257333;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;RIO CUARTO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;1;F
1175;38827893;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;El talar;SUC;COM.SERV.PREFER (800051488527);$ 6.198,35;Eminent;3;F
1176;38915414;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;COM.SERV.PREFER (800078551254);$ 6.198,35;Negocios;4;F
1177;38588520;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;JURAMENTO;SUC;COM.SERV.PREFER (800050435608);$ 2.272,93;Prefer;2;F
1178;38793868;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;0;F
1179;38358379;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Empleados BGBA;Cuentas;CAD;COM RENOV ANUAL  1/3;$ 14.281,66;Eminent;1;F
1180;38917780;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;COM.SERV.CTA.TOT (800054422675);$ 3.305,79;Eminent;3;M
1181;38799326;Julio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SAN MIGUEL;SUC;COM.SERV.CLASSIC (800075677966);$ 4.958,65;Prefer;4;M
1182;38837725;Marzo;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;UGARTECHE;SUC;INTERESES (Mayo 2023);$ 14.623,29;Prefer;2;F
1183;38825720;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CARREFOUR LA PLATA;SUC;SERVICIO CUENTA TOTAL;$ 4.132,23;Prefer;0;F
1184;38831849;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CASTELAR;SUC;COM.SERV.EMINENT (900630267186);$ 8.264,46;Masivo;1;F
1185;38855171;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;DIAGONAL NORTE;SUC;SERVICIO CUENTA SIMPLE;$ 2.892,56;Prefer;3;M
1186;38292059;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Baja;Cuentas;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;M
1187;38340210;Agosto;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Cuentas;CSEDB;COMISION RENO.ANUAL(12;$ 14.282,00;Eminent;2;F
1188;38526535;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;PARANA;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;0;M
1189;38737068;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CASA MATRIZ TORRE;SUC;COM.SERV.EMINENT (800061851918);$ 8.264,46;Prefer;1;F
1190;38158028;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;?;SUC;COM.SERV.PREFER;$ 2.272,73;Masivo;3;M
1191;38885204;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;ADROGUE;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;M
1192;38499642;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;FLORES;SUC;COM.SERV.CTA.NEG (800069786740);$ 4.090,89;Eminent;2;M
1193;38370599;Enero;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;CARGO REPOSICION;$ 146,26;Eminent;0;F
