Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo;AgeAntiguedad;Beneficio
1195;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;CAD;COM BANELCO;$ 4.545,45;Eminent;3;F;15;1500
1196;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 8.181,82;Prefer;4;M;16;1600
1197;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM MANT CCE;$ 4.545,45;Prefer;2;M;17;1700
1198;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 10.330,55;Masivo;0;F;18;1800
1199;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 6.198,35;Masivo;1;F;19;1900
1200;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CAD;COMISION MANT DE CUENTA;$ 4.090,81;Masivo;3;M;20;2000
1201;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 10.330,58;Eminent;4;M;1;100
1202;Febrero;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;COM BANELCO;$ 2.107,50;Negocios;2;M;2;200
1203;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;PYME Micro;SUC;CARGO REPOSICION;$ 8.750,00;Prefer;0;M;3;300
1204;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 2.479,34;Masivo;1;F;4;400
1205;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO CUENTA PREFER;$ 5.636,33;Eminent;3;F;5;500
1206;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 8.181,82;Negocios;4;F;6;600
1207;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CSEDB;COMISION MANT DE CUENTA;$ 6.198,35;Prefer;2;F;7;700
1208;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F;8;800
1209;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 6.198,35;Eminent;1;F;9;900
1210;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 7.988,66;Eminent;3;F;10;1000
1211;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 4.958,68;Prefer;4;M;11;1100
1212;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;2;M;12;1200
1213;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO EMINENT;$ 14.282,00;Prefer;0;F;13;1300
1214;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Masivo;1;F;14;1400
1215;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;CARGOGESTCOBRANZA;$ 8.264,46;Prefer;3;F;15;1500
1216;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 7.460,46;Masivo;4;M;16;1600
1217;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;2;M;17;1700
1218;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 8.264,46;Eminent;0;F;18;1800
1219;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 3.223,05;Prefer;1;M;19;1900
1220;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;F;20;2000
1221;Octubre;Manual;Desfavorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;4;M;1;100
1222;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Eminent;2;M;2;200
1223;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 3.996,66;Eminent;0;M;3;300
1224;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;CARGO REPOSICION;$ 6.198,35;Eminent;1;F;4;400
1225;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 8.181,82;Eminent;3;F;5;500
1226;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;4;F;6;600
1227;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO EMINENT;$ 3.719,01;Prefer;2;M;7;700
1228;Febrero;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 1.125,83;Masivo;0;M;8;800
1229;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;F;9;900
1230;Mayo;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 4.132,23;Masivo;3;F;10;1000
1231;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;CARGO REPOSICION;$ 4.545,45;Eminent;4;M;11;1100
1232;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM MANT CCE;$ 422,43;Negocios;2;M;12;1200
1233;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 8.033,99;Prefer;0;M;13;1300
1234;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;1;M;14;1400
1235;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;3;F;15;1500
1236;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 11.267,00;Negocios;4;F;16;1600
1237;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;COM BANELCO;$ 10.330,58;Prefer;2;F;17;1700
1238;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 4.090,81;Masivo;0;F;18;1800
1239;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM MANT CCE;$ 4.958,68;Eminent;1;F;19;1900
1240;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 7.988,66;Eminent;3;F;20;2000
1241;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 3.448,28;Prefer;4;F;1;100
1242;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;COMISION MANT DE CUENTA;$ 2.272,73;Prefer;2;M;2;200
1243;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 3.719,01;Prefer;0;M;3;300
1244;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM BANELCO;$ 1.859,61;Masivo;1;F;4;400
1245;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGO REPOSICION;$ 6.198,35;Prefer;3;F;5;500
1246;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 4.958,68;Masivo;4;F;6;600
1247;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 4.090,92;Eminent;2;M;7;700
1248;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;0;M;8;800
1249;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Prefer;1;F;9;900
1250;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.198,35;Masivo;3;M;10;1000
1251;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM BANELCO;$ 10.330,58;Masivo;4;F;11;1100
1252;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 3.099,18;Eminent;2;M;12;1200
1253;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM MANT CCE;$ 6.446,28;Eminent;0;M;13;1300
1254;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;1;M;14;1400
1255;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 3.719,01;Eminent;3;F;15;1500
1256;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 3.981,78;Prefer;4;F;16;1600
1257;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Prefer;2;F;17;1700
1258;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM BANELCO;$ 2.892,56;Masivo;0;M;18;1800
1259;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 4.545,45;Masivo;1;M;19;1900
1260;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;ONB;COM MANT CCE;$ 4.786,74;Masivo;3;F;20;2000
1261;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;4;F;1;100
1262;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 3.223,17;Negocios;2;M;2;200
1263;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;0;M;3;300
1264;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;M;4;400
1265;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM BANELCO;$ 12.909,06;Eminent;3;M;5;500
1266;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;CCC;CARGO REPOSICION;$ 21.645,00;Negocios;4;F;6;600
1267;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COM MANT CCE;$ 549,87;Prefer;2;F;7;700
1268;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Masivo;0;F;8;800
1269;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 2.231,40;Eminent;1;F;9;900
1270;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 10.330,58;Eminent;3;F;10;1000
1271;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 1.652,89;Prefer;4;F;11;1100
1272;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CSEDB;COM BANELCO;$ 6.198,35;Prefer;2;F;12;1200
1273;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 4.958,68;Prefer;0;M;13;1300
1274;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 10.330,58;Masivo;1;M;14;1400
1275;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Prefer;3;F;15;1500
1276;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;4;F;16;1600
1277;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Eminent;2;F;17;1700
1278;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;CSEDB;CARGOGESTCOBRANZA;$ 48,64;Eminent;0;M;18;1800
1279;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM BANELCO;$ 4.545,45;Prefer;1;M;19;1900
1280;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 4.545,45;Masivo;3;F;20;2000
1281;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Masivo;4;M;1;100
1282;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;CAD;SERVICIO CUENTA PREFER;$ 2.479,34;Eminent;2;F;2;200
1283;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 308,99;Eminent;0;M;3;300
1284;Febrero;Sin Envio;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Eminent;1;M;4;400
1285;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 4.090,81;Eminent;3;M;5;500
1286;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CAD;COM BANELCO;$ 10.330,58;Prefer;4;F;6;600
1287;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 5.454,55;Prefer;2;F;7;700
1288;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 1,31;Masivo;0;F;8;800
1289;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Masivo;1;M;9;900
1290;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;M;10;1000
1291;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 6.446,28;Eminent;4;F;11;1100
1292;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 661,00;Negocios;2;F;12;1200
1293;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;CAD;COM BANELCO;$ 1.148,93;Prefer;0;M;13;1300
1294;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 4.322,34;Masivo;1;M;14;1400
1295;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;ONB;COM MANT CCE;$ 1.570,25;Eminent;3;M;15;1500
1296;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Negocios;4;M;16;1600
1297;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;SERVICIO EMINENT;$ 8.264,46;Prefer;2;F;17;1700
1298;Mayo;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 1.300,00;Masivo;0;F;18;1800
1299;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 2.880,03;Eminent;1;F;19;1900
1300;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 6.446,28;Eminent;3;F;20;2000
1301;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGO REPOSICION;$ 4.545,45;Prefer;4;F;1;100
1302;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 4.958,68;Prefer;2;F;2;200
1303;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;0;F;3;300
1304;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 6.198,35;Masivo;1;M;4;400
1305;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 7.309,68;Prefer;3;M;5;500
1306;Febrero;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 5.636,33;Masivo;4;F;6;600
1307;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM BANELCO;$ 2.272,73;Eminent;2;F;7;700
1308;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;CARGO REPOSICION;$ 10.330,58;Eminent;0;F;8;800
1309;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 7.988,66;Prefer;1;M;9;900
1310;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;M;10;1000
1311;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.090,92;Masivo;4;F;11;1100
1312;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;2;M;12;1200
1313;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;0;F;13;1300
1314;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Eminent;1;M;14;1400
1315;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 8.658,54;Eminent;3;M;15;1500
1316;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM MANT CCE;$ 3.305,79;Prefer;4;M;16;1600
1317;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;F;17;1700
1318;Abril;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CAD;SERVICIO EMINENT;$ 4.090,92;Masivo;0;F;18;1800
1319;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CSEDB;COMISION MANT DE CUENTA;$ 4.958,68;Masivo;1;F;19;1900
1320;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Masivo;3;M;20;2000
1321;Octubre;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;ONB;COM BANELCO;$ 6.198,35;Eminent;4;M;1;100
1322;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 619,80;Negocios;2;F;2;200
1323;Enero;Manual;Desfavorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM MANT CCE;$ 1.735,00;Prefer;0;F;3;300
1324;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 642,15;Masivo;1;M;4;400
1325;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;3;M;5;500
1326;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CAD;COMISION MANT DE CUENTA;$ 4.090,81;Negocios;4;M;6;600
1327;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Prefer;2;M;7;700
1328;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COM BANELCO;$ 1.487,60;Masivo;0;F;8;800
1329;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;1;F;9;900
1330;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 6.446,28;Eminent;3;F;10;1000
1331;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 2.479,34;Prefer;4;F;11;1100
1332;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 7.747,10;Prefer;2;F;12;1200
1333;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;0;F;13;1300
1334;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 8.181,82;Masivo;1;F;14;1400
1335;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 8.264,46;Prefer;3;M;15;1500
1336;Febrero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CAD;CARGO REPOSICION;$ 0,90;Masivo;4;M;16;1600
1337;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM MANT CCE;$ 10.330,55;Eminent;2;F;17;1700
1338;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 3.719,01;Eminent;0;F;18;1800
1339;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;F;19;1900
1340;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 5.165,16;Masivo;3;M;20;2000
1341;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Masivo;4;M;1;100
1342;Septiembre;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CAD;COM BANELCO;$ 6.198,35;Eminent;2;F;2;200
