Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo
1061;Octubre;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Prefer;4;M
1062;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;COM BANELCO;$ 390,83;Prefer;2;M
1063;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGO REPOSICION;$ 4.958,68;Prefer;0;F
1064;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;COM MANT CCE;$ 6.198,35;Masivo;1;M
1065;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 761,74;Prefer;3;F
1066;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO EMINENT;$ 943,87;Masivo;4;M
1067;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;2;M
1068;Abril;Sin Envio;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 3.719,01;Eminent;0;M
1069;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 6.198,35;Prefer;1;F
1070;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 4.545,45;Masivo;3;F
1071;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Masivo;4;F
1072;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;2;M
1073;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO EMINENT;$ 4.132,23;Eminent;0;M
1074;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Eminent;1;F
1075;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.198,35;Eminent;3;F
1076;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM BANELCO;$ 28,10;Prefer;4;M
1077;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 6.198,35;Prefer;2;M
1078;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 8.181,82;Masivo;0;M
1079;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 10.330,58;Masivo;1;M
1080;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 3.305,79;Masivo;3;F
1081;Noviembre;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;4;F
1082;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 3.719,01;Negocios;2;F
1083;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.560,25;Prefer;0;F
1084;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;ONB;CARGO REPOSICION;$ 4.545,45;Masivo;1;F
1085;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 3.057,85;Eminent;3;F
1086;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;F
1087;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;2;M
1088;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Masivo;0;M
1089;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CAD;CARGOGESTCOBRANZA;$ 3.223,05;Eminent;1;F
1090;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CCC;COM BANELCO;$ 3.305,79;Eminent;3;F
1091;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;CARGO REPOSICION;$ 6.198,35;Prefer;4;F
1092;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;CCC;COM MANT CCE;$ 2.066,12;Prefer;2;M
1093;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 7.988,66;Prefer;0;M
1094;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 3.305,79;Masivo;1;F
1095;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Prefer;3;M
1096;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;4;F
1097;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 1.652,95;Eminent;2;M
1098;Febrero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;CARGO REPOSICION;$ 258,09;Eminent;0;M
1099;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 3.305,79;Prefer;1;M
1100;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 8.264,46;Masivo;3;F
1101;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 3.719,01;Masivo;4;F
1102;Febrero;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 6.061,43;Eminent;2;F
1103;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;0;M
1104;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 3.305,79;Eminent;1;M
1105;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 2.479,34;Eminent;3;F
1106;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 6.446,28;Prefer;4;F
1107;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M
1108;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;SERVICIO EMINENT;$ 10.330,58;Masivo;0;M
1109;Agosto;Sin Envio;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;1;M
1110;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 1.074,33;Masivo;3;M
1111;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM BANELCO;$ 6.198,35;Eminent;4;F
1112;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 6.198,35;Negocios;2;F
1113;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 6.198,34;Prefer;0;F
1114;Febrero;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 40.641,21;Masivo;1;F
1115;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 1.283,24;Eminent;3;F
1116;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 517,36;Negocios;4;F
1117;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Prefer;2;F
1118;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CAD;COM BANELCO;$ 0,01;Masivo;0;M
1119;Junio;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CSEDB;CARGO REPOSICION;$ 10.330,58;Eminent;1;M
1120;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CAD;COM MANT CCE;$ 2.272,73;Eminent;3;F
1121;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;4;F
1122;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.958,68;Prefer;2;F
1123;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.132,23;Prefer;0;M
1124;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 5.165,16;Masivo;1;M
1125;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM BANELCO;$ 6.198,35;Prefer;3;F
1126;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 7.988,66;Masivo;4;M
1127;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM MANT CCE;$ 2.479,23;Eminent;2;F
1128;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 8.181,82;Eminent;0;M
1129;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;M
1130;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;COMISION MANT DE CUENTA;$ 11.267,00;Masivo;3;M
1131;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CSEDB;CARGOGESTCOBRANZA;$ 4.090,81;Masivo;4;F
1132;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;COM BANELCO;$ 4.132,11;Eminent;2;F
1133;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CSEDB;CARGO REPOSICION;$ 6.198,35;Eminent;0;F
1134;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Eminent;1;M
1135;Agosto;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 4.958,68;Eminent;3;M
1136;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;SERVICIO EMINENT;$ 6.446,28;Prefer;4;F
1137;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Prefer;2;F
1138;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Masivo;0;M
1139;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 4.958,66;Masivo;1;M
1140;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;CARGO REPOSICION;$ 6.446,28;Masivo;3;M
1141;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 2.561,66;Eminent;4;M
1142;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CAD;SERVICIO CUENTA PREFER;$ 4.958,68;Negocios;2;F
1143;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;SERVICIO EMINENT;$ 4.090,92;Prefer;0;F
1144;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 141,53;Masivo;1;F
1145;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Eminent;3;F
1146;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CSEDB;COM BANELCO;$ 4.090,92;Negocios;4;F
1147;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 10.330,58;Prefer;2;F
1148;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Masivo;0;F
1149;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Eminent;1;M
1150;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.628,16;Eminent;3;M
1151;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 3.305,79;Prefer;4;F
1152;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 8.264,46;Prefer;2;F
1153;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM BANELCO;$ 6.446,28;Prefer;0;F
1154;Febrero;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 6.198,35;Masivo;1;M
1155;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 10.330,58;Prefer;3;M
1156;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;F
1157;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 3.719,01;Eminent;2;M
1158;Diciembre;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;0;F
1159;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Prefer;1;M
1160;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM BANELCO;$ 11.267,00;Masivo;3;M
1161;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGO REPOSICION;$ 10.330,58;Masivo;4;M
1162;Abril;Sin Envio;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM MANT CCE;$ 4,14;Eminent;2;F
1163;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 5.165,16;Eminent;0;F
1164;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 9.750,41;Eminent;1;F
1165;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 8.181,82;Eminent;3;M
1166;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 8.181,82;Prefer;4;M
1167;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 4.545,45;Prefer;2;F
1168;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;CARGO REPOSICION;$ 8.006,33;Masivo;0;F
1169;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;COM MANT CCE;$ 8.264,46;Masivo;1;M
1170;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;M
1171;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;4;M
1172;Abril;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Negocios;2;M
1173;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;0;F
1174;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 4.545,45;Masivo;1;F
1175;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGO REPOSICION;$ 6.198,35;Eminent;3;F
1176;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COM MANT CCE;$ 6.198,35;Negocios;4;F
1177;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 2.272,93;Prefer;2;F
1178;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Masivo;0;F
1179;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Empleados BGBA;CAD;COMISION MANT DE CUENTA;$ 14.281,66;Eminent;1;F
1180;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 3.305,79;Eminent;3;M
1181;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 4.958,65;Prefer;4;M
1182;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGO REPOSICION;$ 14.623,29;Prefer;2;F
1183;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 4.132,23;Prefer;0;F
1184;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 8.264,46;Masivo;1;F
1185;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 2.892,56;Prefer;3;M
1186;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;4;M
1187;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CSEDB;CARGOGESTCOBRANZA;$ 14.282,00;Eminent;2;F
1188;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;COM BANELCO;$ 3.305,79;Eminent;0;M
1189;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 8.264,46;Prefer;1;F
1190;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 2.272,73;Masivo;3;M
1191;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;M
1192;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 4.090,89;Eminent;2;M
1193;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 146,26;Eminent;0;F
1194;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 11.209,00;Eminent;1;F
1195;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;CAD;COM BANELCO;$ 4.545,45;Eminent;3;F
1196;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 8.181,82;Prefer;4;M
1197;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM MANT CCE;$ 4.545,45;Prefer;2;M
1198;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 10.330,55;Masivo;0;F
1199;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 6.198,35;Masivo;1;F
1200;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CAD;COMISION MANT DE CUENTA;$ 4.090,81;Masivo;3;M
1201;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 10.330,58;Eminent;4;M
1202;Febrero;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;COM BANELCO;$ 2.107,50;Negocios;2;M
1203;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;PYME Micro;SUC;CARGO REPOSICION;$ 8.750,00;Prefer;0;M
1204;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 2.479,34;Masivo;1;F
1205;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO CUENTA PREFER;$ 5.636,33;Eminent;3;F
1206;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 8.181,82;Negocios;4;F
1207;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CSEDB;COMISION MANT DE CUENTA;$ 6.198,35;Prefer;2;F
1208;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F
1209;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 6.198,35;Eminent;1;F
1210;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 7.988,66;Eminent;3;F
1211;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 4.958,68;Prefer;4;M
1212;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;2;M
1213;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO EMINENT;$ 14.282,00;Prefer;0;F
1214;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Masivo;1;F
1215;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;CARGOGESTCOBRANZA;$ 8.264,46;Prefer;3;F
